ZIP,LAT,LNG
75424,33.321715, -96.378507
75426,33.663063, -94.997258
75428,33.271869, -95.917415
75431,33.014190, -95.460935
75432,33.397601, -95.681769
75433,33.098096, -95.803234
75435,33.482646, -95.320088
75436,33.713765, -95.240033
75437,33.261225, -95.472420
75438,33.615571, -96.072162
75439,33.553520, -96.282897
75440,32.881155, -95.747763
75441,33.427656, -95.642911
75442,33.174219, -96.356004
75446,33.615167, -95.900109
75447,33.776751, -96.109370
75448,33.316269, -95.788968
75449,33.420872, -95.945707
75450,33.402250, -95.483203
75451,32.965772, -95.127063
75452,33.402226, -96.238570
75453,32.988834, -95.911355
75454,33.285645, -96.564818
75455,33.216220, -94.979111
75457,33.168595, -95.215150
75459,33.532620, -96.671495
75460,33.655540, -95.605040
75462,33.624551, -95.490113
75468,33.502170, -95.402880
75469,33.421409, -95.810604
75470,33.576823, -95.809701
75471,33.056806, -95.373518
75472,32.884423, -95.869602
75473,33.815579, -95.488005
75474,32.924200, -96.109811
75475,33.474893, -96.238246
75476,33.708311, -96.240654
75477,33.529909, -95.738073
75478,33.176532, -95.358602
75479,33.618238, -96.333077
75480,33.024585, -95.197134
75481,33.320015, -95.373479
75482,33.167979, -95.608219
75486,33.745236, -95.744327
75487,33.334851, -95.161500
75488,33.778767, -95.996778
75489,33.519251, -96.484322
75490,33.438031, -96.308280
75491,33.486324, -96.395930
75492,33.584371, -95.993541
75493,33.146015, -95.107952
75494,32.917192, -95.259860
75495,33.439195, -96.546841
75496,33.349615, -96.057939
75497,32.924728, -95.568154
75501,33.371831, -94.139813
75503,33.511784, -94.133888
75550,33.498221, -94.890845
75551,33.119332, -94.220491
75554,33.553515, -94.780261
75555,32.939200, -94.142287
75556,33.154789, -94.062407
75558,33.241961, -94.857848
75559,33.503694, -94.627358
75560,33.185033, -94.363930
75561,33.516756, -94.281559
75562,32.925399, -94.248447
75563,33.002696, -94.383454
75565,32.926794, -94.071475
75566,33.148176, -94.491749
75567,33.310991, -94.311711
75568,33.193211, -94.587279
75569,33.441822, -94.128587
75570,33.459236, -94.438723
75571,33.207019, -94.773630
75572,33.225893, -94.127695
75573,33.348136, -94.229045
75574,33.325004, -94.550659
75601,32.508560, -94.724049
75602,32.449598, -94.666048
75603,32.403050, -94.711174
75604,32.509164, -94.824416
75605,32.582243, -94.725529
75630,32.867555, -94.549488
75631,32.249318, -94.453220
75633,32.138496, -94.274156
75638,33.020475, -94.729699
75639,32.293824, -94.169679
75640,32.708417, -94.683181
75641,32.378409, -94.575786
75642,32.371536, -94.176599
75643,32.019371, -94.361907
75644,32.791213, -94.999846
75645,32.688692, -94.871843
75647,32.514634, -94.953287
75650,32.513277, -94.548846
75651,32.664407, -94.538189
75652,32.239409, -94.728328
75654,32.077773, -94.830130
75656,33.011304, -94.572161
75657,32.794973, -94.310306
75661,32.631317, -94.171261
75662,32.384458, -94.870169
75667,31.988175, -94.844274
75668,32.907075, -94.678637
75669,32.038799, -94.575880
75670,32.569858, -94.418658
75672,32.468303, -94.299079
75681,31.925449, -94.704029
75682,32.250339, -94.936535
75683,32.826816, -94.737224
75684,32.277021, -94.937156
75686,32.965131, -94.951917
75691,32.311917, -94.551752
75692,32.470839, -94.118039
75693,32.533780, -94.860660
75701,32.321937, -95.302223
75702,32.362434, -95.315262
75703,32.235097, -95.320779
75704,32.413107, -95.443348
75705,32.362631, -95.086688
75706,32.469555, -95.307879
75707,32.301709, -95.177976
75708,32.418412, -95.213070
75709,32.304313, -95.390940
75750,32.267540, -95.077715
75751,32.094348, -95.906047
75752,32.244008, -95.807608
75754,32.427978, -95.661983
75755,32.641695, -95.075624
75756,32.302029, -95.600894
75757,32.110453, -95.348074
75758,32.271436, -95.521442
75759,32.035939, -95.418796
75760,31.796249, -94.854340
75762,32.218319, -95.413426
75763,32.042754, -95.523388
75764,31.895427, -95.143720
75765,32.642043, -95.234859
75766,31.944675, -95.256775
75770,32.158557, -95.643712
75771,32.537897, -95.435716
75773,32.681453, -95.447702
75778,32.300926, -95.709837
75779,31.863226, -95.484612
75780,31.991020, -95.091844
75783,32.816432, -95.424745
75784,31.872135, -94.974153
75785,31.775416, -95.196572
75788,31.825939, -94.925873
75789,32.109512, -95.094194
75790,32.535169, -95.643977
75791,32.221577, -95.220644
75792,32.481968, -95.106672
75801,31.734462, -95.531204
75803,31.881777, -95.679494
75831,31.473667, -96.009365
75832,31.932016, -95.980741
75833,31.268635, -95.843907
75835,31.284891, -95.490625
75838,31.478900, -96.229757
75839,31.606693, -95.583340
75840,31.782559, -96.093621
75844,31.513801, -95.437616
75845,31.087456, -95.076849
75846,31.328853, -96.152369
75847,31.356209, -95.152898
75848,31.765240, -96.329922
75849,31.417411, -95.481647
75850,31.135677, -95.935045
75851,31.092367, -95.499937
75852,30.959521, -95.715509
75853,31.946873, -95.814467
75855,31.557331, -95.863641
75856,31.188898, -95.255739
75858,31.390774, -95.126654
75859,31.893076, -96.236904
75860,31.611350, -96.238051
75861,31.851579, -95.888459
75862,30.964728, -95.325895
75901,31.301675, -94.641408
75904,31.340748, -94.826230
75925,31.614855, -95.062493
75926,31.248085, -94.969099
75928,30.671395, -93.711340
75929,31.245162, -94.175514
75930,31.318961, -94.032164
75931,31.113664, -94.021385
75932,31.056147, -93.615655
75933,30.553812, -93.812696
75934,30.894878, -94.759082
75935,31.732513, -94.191290
75936,30.952076, -94.579622
75937,31.465322, -94.367317
75938,30.940517, -94.353640
75939,31.013779, -94.797420
75941,31.187072, -94.758803
75942,30.815166, -94.430587
75943,31.627694, -94.910971
75944,31.354095, -94.387680
75946,31.819320, -94.520617
75948,31.307588, -93.784102
75949,31.229843, -94.509183
75951,30.934425, -94.059578
75954,31.904341, -94.048094
75956,30.676367, -93.983120
75959,31.512307, -93.861732
75960,30.912856, -94.865672
75961,31.558362, -94.504771
75962,31.619873, -94.647080
75964,31.631742, -94.740721
75965,31.723324, -94.628592
75966,30.827969, -93.714446
75968,31.252156, -93.954016
75969,31.445713, -94.887599
75972,31.483597, -94.131501
75973,31.712048, -93.942239
75974,31.958364, -94.239838
75975,31.897138, -94.413785
75976,31.527552, -94.925270
75977,31.065029, -93.786624
75978,31.509051, -94.527216
75979,30.748559, -94.389120
75980,31.138382, -94.375214
76001,32.635563, -97.148829
76002,32.621861, -97.093485
76006,32.784931, -97.099915
76008,32.695708, -97.631482
76009,32.414937, -97.200076
76010,32.722819, -97.080286
76011,32.754272, -97.083196
76012,32.755130, -97.139242
76013,32.719328, -97.155028
76014,32.692105, -97.086517
76015,32.692186, -97.133304
76016,32.689222, -97.189130
76017,32.662513, -97.164024
76018,32.664590, -97.096476
76020,32.900196, -97.561179
76021,32.852971, -97.130443
76022,32.830657, -97.145158
76023,33.041942, -97.597083
76028,32.532677, -97.306547
76031,32.346162, -97.328078
76033,32.275189, -97.511185
76034,32.891787, -97.149641
76035,32.562049, -97.631487
76036,32.581023, -97.419617
76039,32.860285, -97.086028
76040,32.814107, -97.091323
76041,32.237671, -96.842047
76043,32.208483, -97.795247
76044,32.425936, -97.539874
76048,32.421697, -97.811051
76049,32.460255, -97.706784
76050,32.280895, -97.160931
76051,32.925765, -97.071545
76052,32.986137, -97.374691
76053,32.817200, -97.180586
76054,32.859410, -97.178636
76055,32.162541, -97.154810
76058,32.474087, -97.422013
76059,32.392588, -97.327540
76060,32.639649, -97.217476
76061,32.503973, -97.188374
76063,32.570740, -97.144837
76064,32.302367, -97.037219
76065,32.469410, -96.990665
76066,32.704456, -97.993148
76067,32.799602, -98.126806
76070,32.266142, -97.655142
76071,33.000870, -97.444484
76073,33.098727, -97.723422
76077,32.278261, -97.691539
76078,33.093365, -97.462793
76082,32.970044, -97.733748
76084,32.426322, -97.090328
76085,32.861345, -97.692173
76086,32.754964, -97.791085
76087,32.682609, -97.782556
76088,32.851310, -97.901635
76092,32.959875, -97.148437
76093,32.210496, -97.392571
76102,32.759104, -97.329756
76103,32.748947, -97.272638
76104,32.728688, -97.317801
76105,32.724047, -97.269432
76106,32.816684, -97.359633
76107,32.742058, -97.381730
76108,32.787541, -97.523790
76109,32.700650, -97.386965
76110,32.707831, -97.338265
76111,32.778499, -97.300112
76112,32.747426, -97.217658
76114,32.774494, -97.402276
76115,32.678500, -97.330511
76116,32.720723, -97.447033
76117,32.803436, -97.267376
76118,32.800434, -97.192762
76119,32.691147, -97.262625
76120,32.775915, -97.180963
76123,32.619311, -97.393958
76126,32.635870, -97.503481
76127,32.775409, -97.435599
76129,32.708639, -97.363495
76131,32.881807, -97.345956
76132,32.667539, -97.416806
76133,32.652918, -97.379538
76134,32.639179, -97.335350
76135,32.836325, -97.469908
76137,32.859685, -97.291523
76140,32.619927, -97.278066
76148,32.868421, -97.252132
76155,32.823993, -97.048687
76164,32.781100, -97.354585
76177,32.975361, -97.310486
76179,32.913522, -97.433835
76180,32.840011, -97.225295
76182,32.886201, -97.207731
76201,33.220974, -97.146038
76205,33.192632, -97.129266
76207,33.227850, -97.181823
76208,33.208630, -97.055409
76209,33.231552, -97.109871
76210,33.149467, -97.096016
76225,33.374041, -97.667809
76226,33.114714, -97.173909
76227,33.273603, -96.990042
76228,33.617910, -98.062664
76230,33.520572, -97.956120
76233,33.537706, -96.906575
76234,33.276319, -97.514178
76238,33.479016, -97.351845
76239,33.503014, -97.529509
76240,33.661602, -97.176369
76244,32.928037, -97.283914
76245,33.830932, -96.839764
76247,33.099993, -97.340499
76248,32.924005, -97.225146
76249,33.278823, -97.302310
76250,33.630166, -97.235756
76251,33.631922, -97.688998
76252,33.682081, -97.382855
76253,33.615855, -97.310834
76255,33.824710, -97.739095
76258,33.371113, -96.932411
76259,33.198704, -97.311628
76261,33.793074, -97.963802
76262,33.009335, -97.226720
76263,33.463256, -97.464706
76264,33.737974, -96.839543
76265,33.756731, -97.538116
76266,33.372878, -97.213247
76268,33.627623, -96.767396
76270,33.455656, -97.752881
76271,33.464637, -96.892763
76272,33.455973, -97.127134
76273,33.743893, -96.936121
76301,33.905559, -98.479935
76302,33.864528, -98.491011
76305,34.006193, -98.387687
76306,33.944942, -98.523592
76308,33.852942, -98.540730
76309,33.894923, -98.543742
76310,33.799085, -98.509840
76311,33.969544, -98.509023
76351,33.558025, -98.695427
76354,34.103277, -98.622462
76357,34.081265, -98.183817
76360,33.963477, -98.961142
76363,33.475952, -99.551825
76364,34.031967, -98.995374
76365,33.758490, -98.202251
76366,33.723849, -98.783672
76367,33.973300, -98.721094
76370,33.527396, -98.884782
76371,33.484962, -99.642707
76372,33.250203, -98.925556
76373,34.131688, -99.106624
76374,33.358656, -98.740056
76377,34.008318, -98.258589
76379,33.668239, -98.489118
76380,33.621147, -99.243768
76384,34.160345, -99.343426
76388,33.322836, -99.642126
76389,33.513047, -98.457317
76401,32.282235, -98.196717
76402,32.216328, -98.217166
76424,32.801213, -98.886980
76426,33.166041, -97.845101
76427,33.158189, -98.377664
76429,32.759373, -98.666449
76430,32.790131, -99.241840
76431,33.315883, -97.857678
76432,31.842565, -98.805134
76433,32.315739, -98.022849
76435,32.242637, -98.857140
76436,31.863402, -98.228103
76437,32.403542, -99.038804
76442,31.890896, -98.613096
76443,32.133830, -99.213349
76444,32.123480, -98.577273
76445,32.302818, -98.552383
76446,32.075301, -98.348620
76448,32.398455, -98.797824
76449,32.905155, -98.324359
76450,33.057759, -98.622222
76452,31.747542, -98.364392
76453,32.584194, -98.335694
76454,32.211850, -98.735794
76455,31.813332, -98.384478
76457,31.944662, -98.027972
76458,33.219589, -98.188154
76459,33.276426, -98.382374
76460,33.306457, -98.500273
76462,32.527015, -98.008849
76463,32.455408, -98.418168
76464,32.556004, -99.164736
76466,32.433309, -98.737420
76469,32.340927, -99.198503
76470,32.495875, -98.664020
76471,32.116953, -98.985140
76472,32.600503, -98.172760
76474,31.976523, -98.793857
76475,32.676032, -98.483070
76476,32.362649, -97.924354
76481,32.990420, -98.745490
76483,33.195202, -99.268024
76484,32.764096, -98.276879
76486,33.014639, -98.053190
76487,32.972482, -97.904879
76490,32.945471, -98.018901
76491,33.036872, -99.048807
76501,31.075303, -97.252433
76502,31.103931, -97.412020
76504,31.137886, -97.373653
76508,31.077568, -97.364064
76511,30.801782, -97.424411
76513,31.051688, -97.499909
76518,30.852653, -97.148898
76519,31.020832, -97.120690
76520,30.891129, -96.907601
76522,31.219045, -97.968224
76523,30.789254, -97.291628
76524,31.268644, -97.202495
76525,31.499723, -98.130640
76527,30.841795, -97.809699
76528,31.417316, -97.755931
76530,30.710857, -97.413885
76531,31.686814, -98.187029
76534,30.884328, -97.378812
76537,30.817401, -97.602900
76538,31.628871, -97.922097
76539,31.094009, -98.027339
76541,31.112884, -97.729602
76542,31.011816, -97.741880
76543,31.149208, -97.633196
76544,31.143642, -97.761047
76548,31.050856, -97.644625
76549,31.017077, -97.833092
76550,31.102393, -98.259362
76554,30.967958, -97.376916
76556,30.700385, -96.830550
76557,31.285086, -97.390061
76559,31.075955, -97.604369
76561,31.409518, -97.531134
76565,31.644769, -98.350878
76566,31.552440, -98.048509
76567,30.649554, -97.006117
76569,30.940183, -97.227023
76570,31.082267, -96.953514
76571,30.925736, -97.598650
76573,30.818633, -97.502485
76574,30.579327, -97.388622
76577,30.627232, -97.170250
76578,30.535409, -97.237170
76579,31.195905, -97.265253
76596,31.476843, -97.728445
76597,31.486416, -97.706884
76598,31.475320, -97.735455
76599,31.467983, -97.735272
76621,31.881728, -97.085410
76622,31.816191, -97.243292
76623,32.211123, -96.752827
76624,31.661047, -96.955129
76626,32.122997, -96.723082
76627,32.108512, -97.395815
76628,32.030464, -96.948850
76629,31.149750, -96.651785
76630,31.340818, -97.211155
76631,31.975524, -96.977168
76632,31.303293, -97.060163
76633,31.695095, -97.328822
76634,31.817062, -97.546568
76635,31.716290, -96.661428
76636,32.170752, -97.291476
76637,31.769003, -97.804426
76638,31.549983, -97.442651
76639,31.866953, -96.655804
76640,31.696619, -97.073707
76641,32.038687, -96.807932
76642,31.503056, -96.520013
76643,31.453501, -97.195339
76645,32.022461, -97.133361
76648,31.848600, -96.807359
76649,32.001589, -97.882698
76650,31.980079, -96.863626
76651,32.177710, -96.851184
76652,32.117538, -97.575601
76653,31.299588, -96.608952
76654,31.733766, -97.009725
76655,31.401145, -97.183101
76656,31.185096, -97.043667
76657,31.446184, -97.380488
76660,31.924604, -96.904503
76661,31.318386, -96.846019
76664,31.560686, -96.802657
76665,31.916215, -97.710123
76666,32.043976, -96.914580
76667,31.651982, -96.468387
76670,32.136018, -96.988963
76671,31.988449, -97.531227
76673,31.751025, -96.891756
76676,31.863748, -96.951488
76678,31.661096, -96.760043
76679,31.927546, -96.579359
76680,31.202131, -96.814363
76681,31.893446, -96.433731
76682,31.453378, -96.913619
76685,31.353546, -97.013740
76686,31.767574, -96.559327
76687,31.372916, -96.495028
76689,31.662159, -97.506079
76690,32.083642, -97.736491
76691,31.769854, -97.098169
76692,31.959701, -97.330421
76693,31.787657, -96.395087
76701,31.552011, -97.138200
76704,31.574722, -97.127134
76705,31.620914, -97.098526
76706,31.475671, -97.083854
76707,31.553876, -97.159082
76708,31.627123, -97.215893
76710,31.539723, -97.195009
76711,31.513756, -97.152983
76712,31.526544, -97.261231
76798,31.548378, -97.119061
76801,31.748303, -99.032891
76802,31.743506, -98.911447
76820,30.766987, -99.050013
76821,31.738576, -99.934162
76823,31.706204, -99.151374
76824,30.936768, -98.467066
76825,31.105959, -99.394226
76827,31.517913, -99.135467
76828,32.006167, -99.292204
76831,30.653746, -98.918266
76832,30.985777, -98.735535
76834,31.881335, -99.481164
76836,31.443363, -99.549127
76837,31.222792, -99.896165
76841,30.898116,-100.108450
76842,30.939820, -99.079893
76844,31.432854, -98.523070
76845,31.538066, -99.488185
76848,30.843122, -99.570053
76849,30.472352, -99.821506
76852,31.357441, -99.457184
76853,31.272122, -98.365338
76854,30.694786, -99.581344
76856,30.691484, -99.273312
76857,31.931233, -98.927404
76858,31.176951, -99.616412
76859,30.884365, -99.853990
76861,31.592014,-100.192581
76862,31.411505, -99.682323
76864,31.553975, -98.731107
76865,31.858516,-100.165338
76866,31.460967, -99.933766
76869,30.910963, -98.994062
76870,31.627357, -98.546717
76871,31.289123, -98.995473
76872,31.331919, -99.165902
76873,31.515316, -99.380601
76874,30.458670,-100.069150
76875,31.602931, -99.999545
76877,31.157097, -98.763988
76878,31.649138, -99.295378
76882,31.816904, -99.702274
76884,31.736902, -99.567791
76885,30.858957, -98.861313
76887,31.011897, -99.159484
76888,31.609899, -99.640490
76890,31.686677, -98.776277
76901,31.610896,-100.553311
76903,31.484819,-100.437870
76904,31.271515,-100.400625
76905,31.509724,-100.322077
76908,31.432075,-100.402169
76930,31.272551,-101.172783
76932,31.268726,-101.542078
76933,31.856368,-100.288351
76934,31.603063,-100.668988
76935,31.083442,-100.423683
76936,30.883194,-100.595683
76937,31.388546,-100.151449
76939,31.268843,-100.563525
76940,31.439035,-100.142932
76941,31.272382,-100.889468
76943,30.534314,-101.306407
76945,31.885049,-100.610567
76949,32.041140,-100.694580
76950,30.441414,-100.560620
76951,31.802748,-101.055625
76953,31.723768,-100.331902
76955,31.289523,-100.152670
76957,31.372148,-100.305160
76958,31.595106,-100.799358
77002,29.756845, -95.365652
77003,29.749778, -95.345885
77004,29.724893, -95.363752
77005,29.718435, -95.423555
77006,29.740970, -95.391301
77007,29.771545, -95.411083
77008,29.798249, -95.416933
77009,29.795344, -95.367590
77010,29.753624, -95.359810
77011,29.743217, -95.309110
77012,29.718525, -95.274137
77013,29.795268, -95.233977
77014,29.981209, -95.463971
77015,29.763930, -95.173121
77016,29.862532, -95.299980
77017,29.689824, -95.252393
77018,29.826448, -95.426267
77019,29.754150, -95.409498
77020,29.773179, -95.314327
77021,29.698430, -95.356900
77022,29.831590, -95.379554
77023,29.721825, -95.318275
77024,29.772179, -95.514203
77025,29.685706, -95.434764
77026,29.800187, -95.328888
77027,29.740079, -95.446409
77028,29.827869, -95.287485
77029,29.759665, -95.256251
77030,29.706787, -95.401748
77031,29.652205, -95.546230
77032,29.987805, -95.353412
77033,29.666880, -95.335133
77034,29.619510, -95.191644
77035,29.655503, -95.471663
77036,29.701847, -95.534537
77037,29.890360, -95.392527
77038,29.918595, -95.441194
77039,29.911171, -95.341182
77040,29.874575, -95.527099
77041,29.858600, -95.580768
77042,29.741325, -95.560254
77043,29.810930, -95.584639
77044,29.906616, -95.180608
77045,29.635793, -95.432889
77046,29.733777, -95.433346
77047,29.610650, -95.386863
77048,29.618714, -95.324221
77049,29.832928, -95.149040
77050,29.902887, -95.269296
77051,29.656113, -95.378696
77053,29.583542, -95.460693
77054,29.680250, -95.404913
77055,29.796871, -95.491650
77056,29.748202, -95.468948
77057,29.744081, -95.487974
77058,29.561579, -95.099626
77059,29.613602, -95.119370
77060,29.935512, -95.397624
77061,29.647023, -95.276656
77062,29.573552, -95.130613
77063,29.736295, -95.523292
77064,29.918045, -95.535685
77065,29.926473, -95.603790
77066,29.957234, -95.503258
77067,29.952629, -95.446609
77068,30.007063, -95.488362
77069,29.988455, -95.531200
77070,29.979648, -95.572877
77071,29.651728, -95.519919
77072,29.699688, -95.584817
77073,29.999166, -95.400119
77074,29.687947, -95.515725
77075,29.620420, -95.268939
77076,29.860021, -95.382184
77077,29.750233, -95.615383
77078,29.852397, -95.254100
77079,29.776093, -95.603037
77080,29.815894, -95.522885
77081,29.712099, -95.480935
77082,29.724490, -95.640002
77083,29.694395, -95.649569
77084,29.827486, -95.659920
77085,29.620509, -95.485333
77086,29.919035, -95.491607
77087,29.686519, -95.303917
